open,high,low,close,volume,rsi,ema12,ema26,macd,signal,histogram,dema9,sma3,tsi,%k,%d,atr,obv,adx,cci,return_1,roll_mean_5,roll_std_5,ATR,Label
118818.23,118948.02,118758.98,118924.82,54.94954,57.27235545053645,118868.4797412281,118783.32968018032,85.15006104778149,89.5784751885554,-4.42841414077391,118920.65703779717,118888.94666666667,29.454178280571973,33.29110570027947,40.67727459194655,192.57767423384226,441.86654,0.0,37.056359841307106,0.0008971688012158197,118887.044,75.55885805117192,,1
118924.82,118924.83,118785.75,118913.07,118.54983,56.612631431594195,118875.33978103918,118792.94007424104,82.39970679813996,88.14272151047231,-5.743014712332354,118924.26206911154,118885.37,27.38302493432275,27.553060045116197,33.954627778899614,188.75641178856793,323.31671,0.0,30.160083377739,-9.880191536126848e-05,118910.31600000002,56.22667365226842,,1
118913.07,118913.07,118761.22,118784.79,116.19715,49.8599692238857,118861.40904549469,118792.336365038,69.07268045668025,84.32871329971391,-15.256032843033665,118879.94080638829,118874.22666666667,23.28466746588162,24.39475211341607,28.412972619603917,186.12023951795635,207.11956,0.0,-27.03594642427828,-0.0010787712402010596,118872.93999999999,66.43303357515381,,1
118784.8,118828.01,118560.0,118586.8,215.2455,41.610379540115474,118819.16150003397,118777.11144910926,42.05005092470674,75.87298082471247,-33.82292990000573,118776.49276598988,118761.55333333334,16.617960931353448,13.764171838858067,21.903994665796777,191.96950812381624,-8.125939999999986,0.0,-178.54643834273512,-0.0016667958919655002,118805.54,136.2249534776719,,1
118586.79,118708.51,118543.11,118659.32,166.13026,45.18769802771334,118794.57050002874,118768.38615658265,26.18434344608977,65.93525334898793,-39.75090990289816,118728.8055094953,118676.97000000002,12.598890215269876,8.720862451437162,15.626595467903767,190.07168611497178,158.00432,0.0,-202.24152890461463,0.0006115351792947976,118773.76000000001,150.33181283411557,,1
118659.33,118770.07,118499.0,118499.01,133.04413,39.43592790288802,118749.09965387048,118748.43236720616,0.6672866643202724,52.8816600120544,-52.214373347734124,118637.79464495895,118581.71,7.110385976760597,6.5572961553758615,9.680776815223696,195.85727996390287,24.96019000000001,0.0,-221.91116088093662,-0.0013510106075107498,118688.598,163.40457726142765,,1
118499.01,118536.2,118300.0,118317.75,182.88149,34.143917427170976,118682.73816865963,118716.52996963533,-33.7918009756977,35.54696781450398,-69.33876879020167,118508.74270585734,118492.02666666667,0.49642694077325467,5.912866579983194,7.063675062265406,198.73890282362387,-157.9213,0.0,-282.4661725785778,-0.0015296330323771867,118569.53400000001,175.40211181731445,,1
118317.74,118409.19,118160.87,118409.18,212.39632,38.61835623570435,118640.65229655815,118693.7633052179,-53.11100865974731,17.81537251965372,-70.92638117940103,118451.42455659801,118408.64666666667,-3.179724500889299,8.048357398566717,6.839506711308591,202.2804097647941,54.47502,0.0,-224.97911112564202,0.0007727496508342924,118494.41199999998,136.22159215765424,,1
118409.19,118511.66,118348.64,118502.2,91.32187,42.871114801965874,118619.3519432415,118679.57343075731,-60.22148751580971,2.2080005125610356,-62.42948802837075,118446.53835880812,118409.71,-4.7091742832323895,20.82995502869211,11.597059669080673,199.4760947815948,145.79689000000002,36.041349586109845,-133.68091272488425,0.0007855809828258842,118477.492,126.80592166757886,,1
118502.21,118509.62,118350.63,118441.39,214.75124,40.87724330404798,118591.97318274282,118661.93021366418,-69.95703092135955,-12.225005774223082,-57.73202514713647,118423.74605787026,118450.92333333332,-6.585900866831407,30.72692759739584,19.868413341551555,196.58423086862308,-68.95434999999998,33.85202669897776,-119.4311777723456,-0.00051315503003313,118433.906,75.93122368274177,,1
