open,high,low,close,volume,rsi,ema12,ema26,macd,signal,histogram,dema9,sma3,tsi,%k,%d,atr,obv,adx,cci,return_1,roll_mean_5,roll_std_5,ATR,Label
107994.81,108067.55,107659.35,107850.6,336.93279,61.468741566891914,107675.72759288971,107530.38831692861,145.33927596110152,134.28766467213592,11.051611288965603,107825.18348940022,107871.20333333332,32.3091991722595,82.1484991262296,78.96042282200669,224.60908054412886,746.7993299999998,41.088032296231795,100.645875955466,-0.0013353419483769224,107781.8,165.5317828998353,234.71571428571664,1
107850.6,108050.0,107730.13,107793.8,173.30499,59.13854705210609,107693.892578599,107549.90029345242,143.9922851465817,136.2285887670251,7.76369637955662,107832.02234772609,107879.73666666668,30.820889763384713,81.23089808719014,82.85500907738326,231.4134319338336,573.4943399999999,40.422938357147004,90.0018817147068,-0.0005266544646019833,107832.628,97.72138593980527,252.6457142857159,1
107793.8,108171.8,107792.23,108139.99,234.40912,67.28000146666808,107762.52295112223,107593.61064208556,168.91230903666292,142.76533282095266,26.146976215710254,107959.49872314559,107928.13,32.03893808223766,80.367738839253,81.24904535089091,241.99604393856026,807.9034599999999,40.29049081167988,140.34815046519364,0.0032115947299380387,107909.48000000001,155.90447732504418,274.86357142857327,1
108140.0,108500.0,108120.0,108356.43,510.09764,71.15024276796639,107853.8932663342,107650.11577970887,203.77748662533122,154.96776358182836,48.809723043502856,108126.22165448824,108096.73999999999,34.33076125995406,84.92968638342633,82.17610776995649,251.85346937152025,1318.0011,41.151023201392086,202.56775958355203,0.002001479748610979,108027.126,227.93978465811816,285.4900000000021,1
108356.43,108500.0,108222.22,108264.19,223.97227,67.48663481685338,107917.01584074432,107695.60275898968,221.41308175463928,168.25682721639055,53.15625453824873,108208.92626436801,108253.53666666667,34.896205116909414,89.29950274027594,84.86564265431842,253.70536441641158,1094.02883,41.95008899183914,172.19773464540026,-0.0008512646642196975,108081.00200000001,249.2328635432895,290.99714285714435,1
108264.19,108474.54,108144.49,108460.17,215.19464,70.91352961505407,108000.57801909134,107752.2373694349,248.3406496564421,184.27359170440087,64.06705795204124,108334.62056411635,108360.26333333332,36.46860411345323,89.36474110087482,87.86464340819236,259.15855267238135,1309.22347,42.061014368821574,155.56363312771845,0.0018102015079963785,108202.916,257.3112194988512,306.4985714285722,1
108460.18,108759.2,108418.22,108737.74,381.34718,74.94192436690061,108113.98755461574,107825.23756429157,288.74999032416963,205.16887142835463,83.581118895815,108520.01209339064,108487.36666666665,39.173591155317,92.55234970808955,90.4055311830801,265.0029417672109,1690.57065,42.915220489881904,187.5082121145948,0.002559188317702299,108391.704,226.54608776137243,316.08142857142855,1
108737.75,109646.45,108650.97,109420.02,1339.20989,81.66419257414624,108314.9156231364,107943.36959656626,371.5460265701404,238.4443024567118,133.1017241134286,108892.99258839055,108872.64333333333,44.456798352511626,95.41746908871518,92.44485329922652,317.17987449812415,3029.7805399999997,44.97139579421912,241.2540831898772,0.006274546445419915,108647.71,466.816617474123,375.903571428571,1
109420.03,109584.67,109120.0,109190.0,521.14535,74.41611617790457,108449.54398880774,108035.7125894132,413.83139939453395,273.52172184427627,140.30967755025767,109069.97400165487,109115.92,45.58829876493313,89.99848494936823,92.65610124872433,327.7148834625437,2508.63519,46.880701433960816,194.70946591382588,-0.0021021747208600505,108814.424,485.26735778329055,394.92785714285645,1
109190.0,109551.0,109140.47,109495.53,509.54031,77.29830434705568,108610.46491360654,108143.84721241963,466.6177011869149,312.140917712804,154.4767834741109,109298.03394607785,109368.51666666666,47.579605420528274,88.22148776581577,91.21248060129973,333.6302489295048,3018.1755,48.65362809943525,168.98050414254905,0.0027981500137375104,109060.69200000001,447.17052772960085,397.2542857142845,1
109495.54,109645.0,109304.33,109413.02,325.22031,74.84606837230046,108733.93492689785,108237.86001149965,496.0749153982033,348.9277172498839,147.14719814831938,109422.18855266544,109366.18333333333,48.169063993708775,87.88697235504338,88.70231502340913,334.13308829168284,2692.9551899999997,50.39779157519041,146.98028313275182,-0.0007535467429583553,109251.26200000002,308.93755278367456,408.8799999999984,1
109413.01,109590.14,109313.26,109422.95,232.86339,74.94906985889239,108839.93724583664,108325.64445509228,514.2927907443664,382.0007319487804,132.29205879558594,109504.85555877487,109443.83333333333,48.64443727840112,90.69511264352082,88.93452425479332,330.04358198513444,2925.8185799999997,52.01737194553449,125.97427778044998,9.07570232500099e-05,109388.304,115.80049883297784,399.5349999999983,1
109422.94,109730.0,109350.03,109387.73,320.21783,73.79485022179944,108924.21305416946,108404.31745841877,519.8955957506987,409.5797047091641,110.3158910415346,109541.8070203339,109407.90000000001,48.65782431839035,87.41697423028825,88.66635307628415,333.60975470048203,2605.6007499999996,53.669587449067635,116.05534953512262,-0.000321870320622919,109381.84599999999,114.48244201608577,397.47499999999854,0
109387.72,109409.3,108914.28,109132.05,412.7038,65.86493460974896,108956.18796891262,108458.22357260996,497.96439630266104,427.25664302786356,70.70775327479748,109467.24807491833,109314.24333333333,46.132128318862925,81.243012501766,86.45169979185836,345.1390579361622,2192.8969499999994,52.632241743101424,72.12791795816513,-0.002337373670703191,109370.25600000001,139.0561321192507,414.26214285714167,1
109132.06,109180.35,108834.3,109129.67,151.97122,65.79405944592281,108982.87751215685,108507.96034500921,474.91716714763606,436.7887478518181,38.12841929581799,109405.26562685565,109216.48333333332,44.12887992693019,74.85818366565094,81.17272346590174,345.20412522643653,2040.9257299999995,51.28093687475869,54.412740544128056,-2.1808442157933428e-05,109297.084,152.28572809022202,409.8228571428564,2
109129.68,109246.18,108989.9,109119.99,146.86148,65.48540862513042,109003.9717410558,108553.29587500854,450.6758660472551,439.5661714909055,11.10969455634961,109351.0882350213,109127.23666666668,42.4271507772389,69.8747143158774,75.32530349443145,338.8524019959767,1894.0642499999994,50.18453142025353,55.15031195673552,-8.870181683851008e-05,109238.478,152.89831954593512,405.28071428571377,1
109120.0,109393.72,109119.99,109351.87,108.8471,69.21141122925164,109057.49455012413,108612.44951389679,445.04503622734046,440.66194443819256,4.3830917891478975,109390.64757484647,109200.51000000001,41.96555997027773,71.67173772978121,72.13487857043651,334.20080185340663,2002.9113499999994,49.508316785787244,66.22362516871503,0.0021250001947397124,109224.26199999999,133.5373899698934,397.720714285713,1
109351.86,109404.54,109265.82,109366.18,113.69425,69.43073536919954,109104.98461933581,108668.28140175629,436.7032175795175,439.87019906645753,-3.166981486940017,109419.56604934072,109279.34666666666,41.65066563828956,74.0290348688364,71.858495638165,320.2378874353052,2116.6055999999994,48.90524003357216,66.12231041143461,0.00013086195965361647,109219.952,127.13672687296639,380.4864285714263,1
109366.17,109538.89,109335.27,109538.88,153.48203,72.02112060122832,109171.73775482262,108732.77018681138,438.9675680112414,439.6896728554143,-0.7221048441729181,109498.1104310434,109418.97666666667,42.097383704730895,80.5043130920299,75.40169523021585,311.90803833278306,2270.0876299999995,48.651396924729696,74.82162611200056,0.0015790987670960543,109301.318,177.1589449335507,375.18928571428324,1
109538.88,109579.03,109293.9,109405.08,275.79252,67.2653670636195,109207.63656177299,108782.57091371424,425.0656480587495,436.76486789608134,-11.699219837331839,109501.84161809139,109436.71333333333,41.12042192794193,80.07662579074774,78.20332458387135,309.99532130901315,1994.2951099999996,48.17118799517022,65.06611785998086,-0.0012214840977011754,109356.4,151.38902717821816,371.98071428571296,1
109405.08,109583.79,109346.33,109554.22,336.92808,69.66951674861025,109260.95709073098,108839.73010529096,421.22698544002196,433.65729140486945,-12.430305964847491,109554.04951307844,109499.39333333336,40.956188781738426,82.29529329807296,80.95874406028354,304.81422692979737,2331.2231899999997,47.73734836130344,71.48337745310243,0.0013631908134430493,109443.246,96.44490126474925,364.58642857142695,1
109554.22,109564.33,109405.8,109437.88,440.60872,65.62081967829877,109288.17599984929,108884.03750489904,404.1384949502535,427.7535321139463,-23.61503716369276,109545.58698534704,109465.72666666668,39.64944282066915,75.44214904255311,79.27135604379127,294.36535357766894,1890.6144699999998,47.33449727271286,66.1941667215565,-0.0010619399234460536,109460.448,82.77401838721522,304.8042857142843,1
109437.89,109681.81,109304.0,109676.14,267.02279,69.52653898508663,109347.86276910325,108942.7117637954,405.1510053078382,423.2330267527247,-18.082021444886493,109621.63628818505,109556.08,39.63552055103971,81.694223460282,79.81055526696936,300.32568546497816,2157.6372599999995,47.27838562158848,80.6978028219572,0.0021771255071827422,109522.43999999999,107.03702069828377,298.59999999999854,0
109676.14,109676.14,109359.39,109440.11,125.19457,62.01077054827838,109362.05465077967,108979.55607758835,382.4985731913184,415.0861360404435,-32.58756284912505,109587.51719047397,109518.04333333333,37.27203623294889,76.33619887525964,77.82419045936491,301.49885078890827,2032.4426899999994,47.226281945544414,65.68786903496222,-0.002152063338479948,109502.68599999999,112.23251302526148,291.9014285714272,1
109440.1,109495.5,109225.01,109455.87,152.71504,62.30378846481138,109376.48778142895,109014.83859035958,361.64919106937305,404.3987470462294,-42.74955597685636,109565.45828031992,109524.04,35.470579562054716,77.00569386985568,78.34537206846578,299.2839328754152,2185.1577299999994,46.20911693025585,35.84679579617541,0.00014400570321049244,109512.844,103.11817216167681,286.8885714285706,1
109455.87,109463.03,109365.06,109365.07,58.58121,59.45827706100632,109374.73119967066,109040.78165774036,333.94954193029844,390.3089060230433,-56.35936409274484,109514.26904660853,109420.34999999999,33.13137746279901,65.42927319341935,72.92372197951155,284.90436624145707,2126.5765199999996,45.264606558916476,29.380053125024485,-0.0008295580675571346,109475.01400000001,117.79544443638646,274.10928571428457,1
109365.06,109365.07,109128.72,109136.3,238.69484,52.90255638643548,109338.0494766444,109047.85709050033,290.1923861440737,370.2856020472494,-80.09321590317575,109393.18277516891,109319.08,29.047888941810644,54.762082808911906,65.73234995739564,281.43619722421056,1887.8816799999995,42.879141892714834,-84.74744634245475,-0.0020918013402269064,109414.698,194.0755055898808,263.8507142857135,2
109136.31,109259.02,109130.01,109227.3,283.2773,55.02672804081082,109321.01109562218,109061.14915787068,259.8619377514988,348.2008691880993,-88.33893143660055,109338.1722504408,109242.89000000001,26.263690916591514,47.087498670019464,55.759618224116906,270.5486117081962,2171.1589799999997,40.66406755981331,-84.93258923049635,0.0008338197281747561,109324.93000000001,138.86668913015842,237.70714285714243,1
109227.3,109372.2,109223.96,109250.75,389.17522,55.58267178014342,109310.20169629568,109075.19366469506,235.0080316006206,325.5623016706036,-90.55427006998298,109306.97262459717,109204.78333333333,24.144681759911887,39.901640658920826,47.25040737928407,261.81228230046725,2560.3342,39.11741734848316,-41.14731283138209,0.00021468991726414366,109287.058,124.70026812310365,223.57785714285586,1
109250.75,109361.33,109242.93,109254.74,259.24138,55.68305495005904,109301.66912763481,109088.49339323616,213.17573439865373,303.0849882162136,-89.90925381755989,109286.19235907336,109244.26333333335,22.4293476489056,36.01855811909124,41.00256581601051,251.5685478504345,2819.5755799999997,37.681242152248025,-35.261942781670896,3.6521488410823366e-05,109246.83200000001,81.63475650711749,213.72928571428514,1
109254.73,109542.31,109254.73,109441.8,350.02696,60.22189878522988,109323.2277233833,109114.66425299644,208.56347038685635,284.1806846503422,-75.61721426348583,109338.9764947752,109315.76333333335,22.136553206351923,39.4300519384907,38.450083572167586,254.14079443254644,3169.60254,37.10353494009136,35.48527172154468,0.0017121453952477772,109262.178,111.25615902041534,214.71857142857127,0
109441.79,109498.91,109201.23,109270.23,378.23345,54.68937267904253,109315.07422747818,109126.18764166337,188.88658581480558,265.1218648832349,-76.23527906842929,109315.10608183336,109322.25666666667,20.273432390097387,35.3918379019647,36.946815986515546,257.2507376873651,2791.3690899999997,36.19741786713711,-11.098227949848642,-0.0015676825490809065,109288.964,86.80991665688425,226.07285714285848,1
109270.23,109298.1,109210.42,109282.14,54.14066,54.99843901210385,109310.00742325076,109137.73966820682,172.26775504394027,246.55104291537597,-74.2832878714357,109302.32157427726,109331.39000000001,18.833558775230877,36.64322262133382,37.15503748726307,245.13854213826812,2845.5097499999997,35.35602344225102,-39.89362143381714,0.00010899583537082869,109299.93199999999,80.29084549296186,217.79142857143077,1
109282.14,109415.22,109116.37,109176.03,157.58214,51.620125742762795,109289.3955119814,109140.57598908039,148.81952290101617,227.00473891250402,-78.18521601148785,109255.13262647025,109242.8,16.641218554647097,21.291709137026203,31.108923220108238,248.97507484267797,2687.9276099999997,35.07173271746783,-60.80454458861217,-0.0009709729329970829,109284.98799999998,96.95707849340218,218.77142857143085,1
109176.03,109176.03,109100.57,109142.0,83.35136,50.54776276460731,109266.71927936887,109140.68147137074,126.03780799813103,206.81135272962945,-80.77354473149842,109209.51679481496,109200.05666666669,14.51179206289534,15.139214734470569,24.35804883094353,236.58114092534325,2604.5762499999996,34.68389802594272,-127.47292487487171,-0.0003116984561537528,109262.43999999999,116.82386892231182,207.2000000000023,1
109142.0,109170.42,109072.4,109111.99,90.30791,49.56978601972525,109242.9147748506,109138.55617719513,104.35859765546047,186.32080171479566,-81.96220405933519,109166.81839076297,109143.34000000001,12.453501047908679,8.058462405783136,14.829795425759968,226.6839165735333,2514.2683399999996,34.09490381323689,-140.92194555187052,-0.0002749628923787162,109196.478,76.32419518070176,202.8778571428598,1
109111.99,109124.69,108932.7,108953.6,180.1887,44.65868398661323,109198.40480948896,109124.85571962513,73.54908986382361,163.76645934460126,-90.21736948077765,109080.27787653918,109069.19666666667,9.21841407411675,5.478522577534988,9.558733239262898,224.20577967542414,2334.0796399999995,32.4949137475554,-180.1681346678873,-0.0014516278183542841,109133.152,119.16478619955758,189.6050000000032,1
108953.61,108989.0,108720.0,108724.86,266.77217,38.69617564083114,109125.55176187526,109095.22640706031,30.325354814951424,137.0782384386713,-106.75288362371987,108937.4784323744,108930.15000000001,4.431266470412757,3.29957371774247,5.612186233686864,227.40536684146528,2067.3074699999993,30.61901163831081,-226.25305058084297,-0.0020994258106203922,109021.696,186.54337198087768,186.19428571428892,1
108724.87,108851.66,108724.86,108849.6,236.32852,43.15350834695356,109083.09764466368,109077.03185838918,6.06578627449926,110.8757480058369,-104.80996173133764,108882.48845081395,108842.68666666669,1.6347880990900838,6.387584464692985,5.055226919990147,220.21926920993226,2303.6359899999993,28.877102536869398,-190.58308514727827,0.0011472997068011637,108956.41,175.84116355393553,175.93071428571733,1
108849.59,108989.33,108839.0,108902.74,205.74023,44.98853014110468,109055.35031471543,109064.12135036035,-8.771035644924268,86.94639127568466,-95.71742692060893,108865.10972458271,108825.73333333334,-0.15431080982567227,12.858086771661746,7.515081651365733,215.22717855208006,2509.376219999999,27.18520691014235,-127.84091046568113,0.0004881965574516922,108908.558,142.01074825521405,179.67071428571737,1
108902.73,108945.21,108715.56,108879.53,131.68088,44.315657255179744,109028.30103552845,109050.44791700032,-22.146881471868255,65.12773672617408,-87.27461819804233,108847.1369508114,108877.29,-1.8179494294605156,19.27210789048049,12.839259708945074,216.25738008407498,2377.6953399999993,25.57940226126345,-132.28343353701027,-0.00021312595073375018,108862.06599999999,85.61355955693591,179.19214285714614,2
108879.53,109099.99,108761.8,109099.99,79.48658,51.70451199837762,109039.33010698561,109054.11770092622,-14.787593940607621,49.14467059281774,-63.93226453342536,108916.2956975653,108960.75333333334,-1.1455762247497625,29.518261895182007,20.54948551910808,224.96685293521267,2457.181919999999,24.259185891082275,-71.0488661607223,0.002024806683129654,108891.344,135.33484078391444,194.13357142857421,1
109100.0,109115.03,108892.85,108915.0,77.38919,46.168546603474546,109020.2023982186,109043.8126860428,-23.61028782420908,34.593678909412375,-58.203966733621456,108901.3086675852,108964.84000000001,-2.2542518411441113,30.151799213424678,26.314056333029058,224.76779201126843,2379.792729999999,23.110620798510904,-67.12307817917835,-0.0016956005220533088,108929.37200000002,98.5826007468116,199.41500000000295,0
108915.0,108970.07,108807.43,108928.17,82.63316,46.606847834232646,109006.04356772342,109035.24656115074,-29.20299342731596,21.83434444206671,-51.03733786938267,108897.00582169452,108981.05333333333,-3.0158644101989447,32.11289184519209,30.594317651266255,220.3300925818931,2462.425889999999,21.52986290544903,-84.36014572603102,0.00012091998347329991,108945.08600000001,88.42700452918716,202.5750000000033,1
108928.18,109109.44,108928.17,109071.02,145.46524,51.243926473826626,109016.03994191982,109037.89644550995,-21.856503590126522,13.096174835628064,-34.952678425754584,108946.9245674567,108971.39666666667,-2.286555602925983,31.738880256977705,31.334523771864824,217.54008596890102,2607.891129999999,20.80248386216696,-28.243269603849342,0.0013114146689512385,108978.742,99.59906811815162,194.98142857143208,1
109071.01,109111.0,108980.0,108991.86,50.99858,48.71889633840731,109012.31995085522,109034.48633843513,-22.166387579913135,6.043662352519825,-28.21004993243296,108955.33878204624,108997.01666666666,-2.4120618815112302,36.86129194519044,33.57102134912008,211.35865125683668,2556.892549999999,20.135041717044437,-25.941478328941898,-0.0007257656525079259,109001.20800000001,82.89353515204601,183.07571428571723,1
108991.85,109046.06,108969.75,108975.97,104.48882,48.20541719605086,109006.72765072365,109030.15179484735,-23.42414412369544,0.15010105727677203,-23.574245180972213,108956.46432810169,109012.95000000001,-2.658335336947787,40.695674404956854,36.43194886904167,201.71231902420533,2452.403729999999,19.44489944653548,-34.7859361526054,-0.00014579070400300154,108976.40400000001,61.82279862642823,182.26357142857367,1
108975.96,108975.97,108800.02,108831.38,86.85429,43.692745446159215,108979.75108907386,109015.42795819198,-35.67686911812052,-7.0152929778026865,-28.661576140317834,108905.9125044531,108933.07,-4.184213471014032,33.95422595127307,37.17039743380679,199.87215337961902,2365.549439999999,18.382406244696487,-81.95694360037353,-0.0013268062674733905,108959.68000000001,88.24862916784463,173.48500000000163,1
108831.38,108831.39,108576.58,108603.52,107.42516,37.702762458156364,108921.8693830625,108984.91625758517,-63.04687452266808,-18.221609286775767,-44.82526523589231,108788.54843713989,108803.62333333334,-7.452802789160079,22.30288121271283,32.317593856314254,203.79628528107463,2258.124279999999,18.49877925496316,-153.55403502424807,-0.002093697608171463,108894.75,184.34263153162632,186.29571428571631,1
108603.53,108640.0,108555.55,108561.17,77.61523,36.69582405575277,108866.37717028365,108953.52764591218,-87.15047562852851,-32.00738255512631,-55.1430930734022,108690.78829657382,108665.35666666667,-10.416353507579181,10.225530592483675,22.16087925215653,195.2715506181405,2180.509049999999,18.699034415790955,-171.4921503321983,-0.000389950528307037,108792.78,202.57339546448105,185.3264285714301,1
108561.17,108751.41,108530.4,108721.52,63.52763,42.91266472180953,108844.09145177847,108936.34189436314,-92.25044258467096,-44.05599456103525,-48.194448023635715,108680.7630747486,108628.73666666665,-11.100647626774307,12.738263980842689,15.088891928679736,197.11001128827397,2244.0366799999993,18.15456994654218,-124.54738753300205,0.0014770474562866287,108738.71200000001,169.5378425898193,187.39928571428754,2
108721.52,108763.5,108660.0,108664.01,50.04388,41.34442162465193,108816.38661304332,108916.16916144735,-99.78254840403679,-55.20130532963556,-44.58124307440123,108655.2736097905,108648.90000000001,-12.130611092597125,18.843995731550894,13.935930101625758,190.42358191054012,2193.992799999999,17.571593766733205,-102.45450603153608,-0.0005289661145282398,108676.31999999999,105.827149399446,175.57785714285896,1
108664.01,108787.87,108623.65,108741.02,52.62232,44.280859061307474,108804.79174949818,108903.1951494883,-98.40339999011485,-63.841724261731414,-34.561675728383435,108667.0334078257,108708.85000000002,-12.129855367244074,30.52357901526658,20.701946242553394,188.55189748835875,2246.615119999999,17.227121401151127,-85.24030504085403,0.0007086983077471132,108658.24799999999,76.33322127365865,178.250714285716,1
108741.02,108820.0,108718.35,108789.99,66.55807,46.12776216492217,108802.51455726768,108894.80958285953,-92.29502559184039,-69.53238452775321,-22.762641064087177,108695.1483422552,108731.67333333334,-11.596706559967725,34.42747264592925,27.93168246424891,182.3446190963327,2313.173189999999,16.679160937611893,-50.95475366292907,0.000450336036943666,108695.54199999999,87.62652435200246,174.77357142857258,1
108789.99,108790.0,108620.25,108628.21,57.46636,41.26181451786831,108775.6984715342,108875.06146561068,-99.36299407648039,-75.49850643749865,-23.864487638981743,108658.69476659989,108719.73999999999,-12.561792035954111,32.38629560521542,32.44578242213709,181.44500344659465,2255.706829999999,16.72070944382839,-90.80900928281525,-0.0014870853467309209,108708.95,63.8210831153102,170.49500000000054,1
108628.2,108816.18,108566.14,108816.17,69.46334,48.110536200532536,108781.92486052893,108870.6991348247,-88.77427429576346,-78.15366000915162,-10.62061428661184,108701.81068751648,108744.79,-11.270202457815891,36.67105690716185,34.49494171943551,186.34464605755173,2325.170169999999,17.043957397113186,-56.55495237186222,0.001730305599254578,108727.88,80.37244801553781,164.19857142857134,1
108816.18,109000.01,108816.17,108950.42,103.62312,52.38125050044801,108807.84718967832,108876.60438409695,-68.75719441863475,-76.27436689104825,7.517172472413492,108782.30924940245,108798.26666666668,-8.809730521654942,45.98437751990488,38.34724334409406,186.16574276772636,2428.793289999999,16.04656065148181,52.28814336128362,0.0012337320822815023,108785.16200000001,117.1296916669996,161.46000000000018,1
108950.42,108977.32,108883.65,108883.65,52.32177,50.1696134524136,108819.50916049704,108877.12628157125,-57.61712107421772,-72.54291772768215,14.925796653464431,108816.51555903335,108883.41333333333,-7.459522551686404,60.68837503127265,47.781269819446464,179.55890399860397,2376.471519999999,15.120406530538387,44.101376502249146,-0.0006128475686464352,108813.688,120.99603844756365,156.53357142857152,1
108883.66,108906.85,108769.23,108790.0,67.72494,47.161874493081584,108814.96928965134,108870.67248293635,-55.70319328500773,-69.17497283914727,13.471779554139545,108807.37897483581,108874.69,-7.229292475085954,59.29900103239235,55.32391786118996,176.5632679987044,2308.746579999999,14.93606045676692,-8.309168837104838,-0.0008600924013844047,108813.68999999999,120.99554888509093,153.41571428571478,1
108790.0,109199.07,108790.0,109076.93,157.31676,55.88779099398624,108855.27093739729,108885.95081753365,-30.679880136362044,-61.475954298590224,30.79607416222818,108904.13120195594,108916.85999999999,-4.102889592638054,62.42949611651138,60.8056240600588,193.17089171308314,2466.0633399999992,14.674670395194166,97.085883250229,0.0026374666789226175,108903.43399999998,115.30636465519521,173.27785714285815,1
109076.92,109195.25,109076.68,109114.0,88.29741,56.878595246965915,108895.07540856695,108902.8433495682,-7.76794100124971,-50.734351639122124,42.966410637872414,108986.3097792346,108993.64333333333,-1.3068346490597147,71.24132886525025,64.32327533805133,187.84225659072055,2554.3607499999994,14.431951052305179,133.38736938360273,0.00033985188251994813,108963.0,134.3174633098458,176.29642857143023,1
109114.01,109328.21,109114.0,109244.19,116.66785,60.25497691446944,108948.7853457105,108928.12828663722,20.657059073273558,-36.45606949664299,57.11312856991655,109090.88007752356,109145.04,2.1386367058712943,86.16009685448556,73.27697394541575,189.72566683424097,2671.028599999999,14.84318866605338,163.48842055026768,0.0011931557820261673,109021.754,182.90306238548308,179.02928571428805,1
