open,high,low,close,volume,RSI,EMA12,EMA26,MACD,Signal,Histogram,DEMA9,SMA,TSI,%K,%D,vol,Label
111810.12,112404.92,111795.3,112309.25,260.20304,49.01370592514423,112200.58122849956,112343.1716701131,-142.59044161353086,-93.67252244915524,-48.91791916437562,112000.04418876408,111977.08,-11.041803012503818,32.582221007055956,16.783763441839433,0.0017151398504079158,2
112309.25,112424.43,112210.0,112223.79,147.95767,46.999084441148554,112204.1518087304,112334.32858343805,-130.17677470765193,-100.97337290085459,-29.203401806797345,112056.958069812,112114.38333333332,-9.854169213276334,46.96244037911379,30.837904526087367,0.0017201295860833532,2
112223.79,112446.97,112204.0,112339.99,109.71124,50.007963109080606,112225.04999200265,112334.74794762782,-109.69795562517538,-102.71828944571875,-6.979666179456629,112141.8882308902,112291.01000000001,-7.924669821206389,61.189559387379184,46.911406924516314,0.0017417869808673088,2
112339.99,112469.21,112132.03,112132.04,136.07004,45.076160356264104,112210.74076246379,112319.73254409982,-108.99178163603938,-103.97298788378288,-5.018793752256499,112129.30560474463,112231.94,-7.974635958401939,60.143000072528345,56.098333279673774,0.0017775725637618597,2
112132.04,112186.98,112020.0,112020.01,81.66133,42.63661261547691,112181.3975682386,112297.5308741665,-116.13330592791317,-106.40505149260895,-9.728254435304223,112081.03129982168,112164.01333333335,-8.817974382402523,59.43616051229689,60.256239990734805,0.001784568040149382,2
112020.0,112340.32,111876.15,112272.92,197.2028,49.30667007502855,112195.47794235573,112295.70784645047,-100.22990409474005,-105.17002201303518,4.94011791829513,112138.74249267812,112141.65666666666,-7.355539857647749,62.908572332638464,60.82924430582123,0.0018707039880343041,2
112272.92,112449.56,112225.78,112442.3,115.54763,53.22906775061461,112233.4505666087,112306.56652449118,-73.1159578824736,-98.75920918692287,25.64325130444928,112242.02155639912,112245.07666666666,-4.8714894007782314,75.00485853468331,65.78319712653955,0.0019077028472452684,2
112442.29,112662.4,112413.01,112633.72,193.73535,57.254403002418385,112295.03047943814,112330.80011526961,-35.76963583147153,-86.16129451583261,50.391658684361076,112385.0424949246,112449.64666666667,-1.485772545554718,89.89247273232736,75.93530119988304,0.001938221980190688,2
112633.72,112777.76,112577.3,112777.75,168.93591,60.0411008216311,112369.29502106304,112363.90751413853,5.387506924511399,-67.8515342277638,73.2390411522752,112538.37379578392,112617.92333333334,2.183382976315699,97.3565736995428,87.41796832218449,0.0019187882300221672,2
112777.76,112894.49,112766.52,112838.37,131.03105,61.18796646673141,112441.46040243795,112399.0528834616,42.40751897635346,-45.79972358694036,88.20724256329382,112667.90407650254,112749.94666666666,5.471637662707283,97.87194851984465,95.0403316505716,0.001887491320906221,2
112838.37,112858.99,112660.0,112665.44,151.46028,56.22997252086266,112475.91880206288,112418.78526246444,57.13353959843516,-25.213070949865255,82.34661054830042,112695.36729310236,112760.52,6.73048007513213,93.28902432329481,96.17251551422743,0.0018834615002362703,2
112665.44,112840.65,112616.93,112744.89,102.84362,57.91712232281489,112517.2989863609,112442.94116894856,74.3578174123395,-5.298893277424304,79.6567106897638,112740.34866000213,112749.56666666667,8.262331352523848,89.76884176144279,93.64327153486074,0.001883324699439374,2
112744.9,112902.68,112722.78,112879.98,101.4154,60.69156981380191,112573.09606538228,112475.31441569311,97.78164968917554,15.317215315895666,82.46443437327987,112817.9507884179,112763.43666666666,10.382403273568734,90.55836362104442,91.20540990192734,0.0018804525000990298,1
112879.98,113100.0,112879.49,112924.21,215.58092,61.58457733564027,112627.113593785,112508.56594045658,118.54765332842362,35.963302918401254,82.58435041002237,112886.0201190673,112849.69333333334,12.37250627783912,91.45724907340472,90.59481815196398,0.0018078462858618824,1
112924.2,113111.89,112864.43,112974.96,155.15138,62.63352856454578,112680.62842551038,112543.11364857091,137.514776939468,56.2735977226146,81.2411792168534,112949.3820859202,112926.38333333335,14.31930536222081,91.28408479982564,91.09989916475826,0.0017831576602751367,1
112974.97,113007.3,112882.48,112966.27,127.57545,62.319735245282054,112724.57328312418,112574.45856349159,150.114719632591,75.04182210460988,75.07289752798113,112987.82846126925,112955.14666666667,15.84333505868956,87.88718747285024,90.20950711536021,0.0017321400684436202,1
112966.28,113080.0,112900.56,112944.52,304.08311,61.48938535218108,112758.41123956662,112601.87052175147,156.54071781515086,91.34160124671808,65.19911656843277,113003.74180304188,112961.91666666667,16.913839938215165,87.86368222010073,89.0116514975922,0.0015100581409023758,1
112944.52,113064.66,112908.25,112952.25,148.11339,61.68477960183005,112788.2325873256,112627.82455717727,160.40803014833364,105.1548870270412,55.25314312129244,113014.3402696547,112954.34666666668,17.866494871083773,87.25109381153565,87.66732116816222,0.0015104021766776672,1
112952.26,113114.01,112927.43,113090.13,174.40872,65.08744628933462,112834.67834312166,112662.06940479377,172.6089383278886,118.64569728721068,53.96324104067793,113068.27647750071,112995.63333333335,19.61217490146798,90.53605930261132,88.55027844474922,0.001412154224567312,0
113090.13,113174.34,112936.98,113068.33,266.2049,64.11790280450379,112870.62475187218,112692.16278221646,178.46196965572017,130.6089517609126,47.85301789480758,113095.82179142212,113036.90333333334,20.851668583359306,91.32546715578131,89.70420675664276,0.0014165613555765318,0
113068.34,113177.72,113066.66,113105.41,118.44856,65.07097209142901,112906.74555927646,112722.77368723745,183.9718720390083,141.28153581653174,42.69033622247656,113125.69992067495,113087.95666666667,22.159292840512915,92.47970147048379,91.44707597629214,0.0010781878124310011,0
113105.41,113121.42,113040.32,113064.97,113.56043,63.10241180467451,112931.08778092623,112748.1215622569,182.96621866933128,149.61847238709166,33.347746282239626,113129.45192656975,113079.57,22.811664140566194,86.8632394921799,90.22280270614834,0.001059853952940224,0
113064.97,113133.85,113037.56,113133.84,159.4495,65.042008843586,112962.2804300145,112776.69329838602,185.58713162849017,156.81220423537138,28.774927393118787,113154.06713327962,113101.40666666666,23.871045035317955,87.98031007806655,89.1077503469101,0.0010500928851032351,0
113133.84,113281.5,113091.34,113268.44,137.84682,68.52446973954184,113009.38190231996,112813.11897998706,196.2629223328986,164.70234785487685,31.56057447802175,113217.46778024278,113155.75,25.761649499861683,90.47720730074622,88.44025229033089,0.000927165355625979,0
113268.44,113268.44,113006.97,113007.67,110.91907,56.732891216427845,113009.11853273227,112827.53016665469,181.58836607758712,168.07955149941893,13.508814578168199,113166.20588308948,113136.64999999998,24.07983244843172,83.00201891685379,87.1531787652222,0.0010727648090022028,0
113007.66,113116.6,112977.06,113044.63,68.4,57.84023746535375,113014.58183538885,112843.61163579139,170.97019959746103,168.65768111902736,2.312518478433674,113140.3624335878,113106.91333333333,23.004565340265284,71.47853841432442,81.65258821064147,0.0009837148401345538,0
113044.63,113044.64,112888.0,112934.47,113.82633,53.449421632786525,113002.25693763672,112850.34188499203,151.91505264469015,165.3091554241599,-13.394102779469762,113080.3357285632,112995.59000000001,20.773628450641663,44.398046592863444,66.29286797468055,0.0009855543589631095,0
112934.48,113000.0,112841.71,112946.55,97.60353,53.863032452307145,112993.68663953876,112857.46841202966,136.2182275091036,159.49096984114868,-23.272742332045084,113040.43280820493,112975.21666666667,19.05768265306942,32.74562563221402,49.540736879800626,0.0009216531473950882,0
112946.55,112953.92,112828.62,112906.55,101.95116,52.20883055213676,112980.28100268665,112861.10408521265,119.17691747400386,151.42815936771973,-32.25124189371587,112996.73962684744,112929.19,17.148954039826684,19.27988104438806,32.141184423155174,0.0008870590297591858,0
112906.56,112952.52,112840.48,112840.48,107.72435,49.504431402981844,112958.77315611947,112859.57637519689,99.19678092257527,140.98188367869085,-41.78510275611558,112941.38320570474,112897.86,14.74756012425375,14.555031452016761,22.193512709539615,0.0008905962568606678,2
112840.48,113006.56,112840.47,112969.32,75.6004,54.45853326168507,112960.3957474857,112867.70553258971,92.69021489599254,131.3235499221512,-38.63333502615865,112948.30136794524,112905.45000000001,13.967618221186893,16.964758876524865,16.933223790976562,0.0008479211797726744,0
112969.32,112982.85,112683.33,112714.62,90.22903,45.04914965134676,112922.58409402636,112856.36586350898,66.21823051737738,118.30248604119643,-52.08425552381905,112861.87773706134,112841.47333333333,10.219269963263443,12.972527405076525,14.830772577872716,0.0009896209102079653,2
112714.63,112882.51,112714.62,112847.28,103.43034,49.9041851620938,112910.99884879153,112855.6928365824,55.30601220912649,105.70319127478245,-50.39717906565596,112848.4339038132,112843.74,8.563432839622996,21.235794389280432,17.057693556960608,0.000988263419452645,0
112847.27,113056.65,112817.03,113056.64,88.75212,56.4445097173038,112933.40517974668,112870.57781165036,62.827368096317514,97.12802663908947,-34.300658542771956,112915.15329438186,112872.84666666668,9.296500048268115,31.682743478720653,21.963688424359205,0.0010706370715989802,0
113056.65,113081.35,112905.0,112975.99,60.6298,53.54444542884026,112939.95669055489,112878.38612189848,61.57056865640334,90.01653504255225,-28.44596638614891,112934.47917257053,112959.97000000002,8.944242097098291,46.247722219435985,33.055420029145694,0.0010798603309913203,0
112975.99,113008.4,112873.45,112999.99,78.91387,54.29697303857771,112949.19258431568,112887.39381657267,61.798767743006465,84.37298158264309,-22.574213839636627,112957.14816770845,113010.87333333334,8.89570369612948,54.75756613225936,44.229343943472,0.0010806993198836602,0
113000.0,113040.33,112834.47,112852.01,82.48871,49.02384162283505,112934.24141749789,112884.77279312286,49.46862437503296,77.39211014112108,-27.92348576608812,112920.09719788838,112942.66333333333,7.189568481999487,43.354453304802,48.11991388549912,0.001120159095103822,0
112852.01,113004.0,112811.4,112995.13,99.65085,53.70652453167531,112943.60889172899,112892.94740103968,50.661490689308266,72.04598625075852,-21.38449556145025,112945.184289288,112949.04333333333,7.22017837772502,44.80886480102669,47.640294746029355,0.001157787098350313,0
112995.14,113049.9,112866.07,112941.02,81.93594,51.77023768430537,112943.21060069377,112896.508334296,46.70226639776956,66.97724228016074,-20.274975882391175,112943.75825621224,112929.38666666667,6.648234022910324,46.988027371016386,45.050448492281696,0.0011269526248219458,0
112941.01,112941.01,112840.71,112924.3,31.94712,51.1564942718612,112940.30127751011,112898.5669762,41.734301310105366,61.92865408614967,-20.194352776044305,112936.71686479526,112953.48333333334,6.00686362888656,57.76897486617869,49.85528901274059,0.00112673086196542,0
112924.31,112953.62,112865.57,112910.01,45.55228,50.60432157203599,112935.64108097009,112899.4146075926,36.226473377493676,56.78821794441847,-20.561744566924794,112926.56929969658,112925.10999999999,5.326361158070775,58.98990381366139,54.582302016952156,0.001123005465310418,0
112910.01,113024.31,112727.99,112796.0,166.60651,46.30954957249311,112914.15783774391,112891.75426628944,22.403571454473422,49.91128864642946,-27.50771719195604,112878.36888604556,112876.77,3.4899741354596445,48.60057283553477,55.119817171791624,0.0011406409596193187,2
112796.0,112974.94,112722.78,112952.31,181.92336,52.28824461911587,112920.02740116793,112896.23987619393,23.787524974002736,44.68653591194412,-20.899010937941384,112900.49746586708,112886.10666666667,3.6297383109464407,50.94635110463301,52.84560925127639,0.0011792810407510732,0
112952.32,113290.5,112900.0,113053.67,251.34367,55.73076039490016,112940.58780098824,112907.90136684623,32.68643414201506,42.28651555795831,-9.60008141594325,112953.22185831817,112933.99333333333,4.79210407881826,52.293863669858546,50.61359587000877,0.0011644362502375074,0
113053.67,113080.0,112800.0,112814.87,154.52947,47.10713907916373,112921.2466008362,112901.01015448725,20.236446348950267,37.8765017161567,-17.640055367206436,112905.01539515413,112940.28333333333,3.043559729756576,50.079470504568214,51.1065617596866,0.0011461090237988088,0
112814.88,112880.68,112616.93,112814.23,189.37204,47.08611011613279,112904.78250839986,112894.5819948956,10.200513504256378,32.34130407377664,-22.140790569520263,112870.327042923,112894.25666666667,1.6671733269172255,37.31685916748581,46.56339778063753,0.0011422250890423772,0
112814.24,112816.03,112571.81,112652.91,117.84941,41.99699507671668,112866.03289172296,112876.68036564409,-10.64747392112622,23.74354847479607,-34.39102239592229,112787.80741577817,112760.67,-1.1562359818292645,20.746849369069746,36.047726347041255,0.0011648656500738216,2
112652.91,112993.63,112496.61,112949.2,191.75713,52.21283704779432,112878.8278314579,112882.0521904112,-3.224358953302726,18.349966989176313,-21.57432594247904,112836.26335777433,112805.44666666667,-0.2257390113286959,32.52842077016738,30.197376435574313,0.0013178055552684612,0
112949.21,113072.89,112854.65,112969.64,115.65299,52.83005370130949,112892.79893431053,112888.54017630668,4.258758003852563,15.531725192111564,-11.272967188259,112879.15102634089,112857.25,0.695860356797099,42.625799713605055,31.96702328428073,0.0013156245098410635,0
112969.65,113000.0,112832.0,112854.62,72.5141,48.99513221637701,112886.92525210891,112886.02757065433,0.8976814545749221,12.604916444604237,-11.707234990029315,112868.81149316987,112924.48666666665,0.23531826762048091,53.89621568059349,43.01681205478864,0.0013297450283013665,0
112854.62,112997.83,112800.0,112882.19,86.79521,49.933282957000216,112886.19675178446,112885.74330616143,0.4534456230321666,10.174622280289823,-9.721176657257656,112871.55173221363,112902.14999999998,0.153284970476496,51.082643691191315,49.20155302846329,0.0013043387658876445,0
112882.2,112916.2,112486.37,112578.19,119.07102,40.98216300762125,112838.81109766377,112862.9615797791,-24.150482115335763,3.309601401164705,-27.460083516500468,112764.29101591308,112771.66666666667,-2.9508023440570623,35.027553788022196,46.66880438660234,0.0013465629601196014,0
112578.19,112859.89,112537.64,112804.68,118.04412,48.40328305050558,112833.56015956165,112858.6444257214,-25.084266159756226,-2.369172111019481,-22.715094048736745,112769.73651684419,112755.02,-3.031087086350694,33.19046291879466,39.766886799336056,0.001398844074446708,0
112804.69,112804.7,112511.08,112591.98,146.73102,42.94225780082032,112796.39398116755,112838.8915052976,-42.49752413004171,-10.394842514823928,-32.10268161521778,112698.04737676635,112658.28333333333,-5.039909513968363,21.37879861879722,29.865605108538023,0.0013852216329730178,0
112591.99,112958.58,112591.98,112823.63,147.22359,49.61019554074699,112800.584137911,112837.7610234237,-37.17688551270112,-15.751251114399366,-21.425634398301753,112731.31763204587,112740.09666666666,-4.308933796961097,31.55294127400641,28.707400937199434,0.001467797759091433,0
112823.62,112823.62,112550.0,112561.41,101.23676,43.42398344351343,112763.78811669393,112817.29057724417,-53.50246055024036,-23.301493001567565,-30.200967548672793,112661.90389014293,112659.00666666667,-5.977704569315067,21.468750906777718,24.800163599860454,0.0015497356328371052,0
112561.41,112654.3,112380.94,112395.09,122.52313,40.01561374193415,112707.06532951025,112786.01646041127,-78.95113090101222,-34.43142058145649,-44.51971031955573,112553.58413971933,112593.37666666666,-8.5390022196902,17.609500469599304,23.543730883461148,0.0015565465078031032,0
112395.08,112416.26,112012.0,112034.51,150.23249,33.818213573639156,112603.59527881637,112730.34931519562,-126.75403637925046,-52.89594374101529,-73.85809263823518,112348.11093385947,112330.33666666667,-13.101756522301553,4.331733206359974,14.469994860912337,0.0016529124335214924,0
112034.52,112247.77,111888.0,111957.76,213.63108,32.65879140679603,112504.23600515231,112673.120477033,-168.88447188067948,-76.09364936894814,-92.79082251173135,112176.43404475477,112129.12,-16.984639963293567,3.183613836640319,8.374949170866538,0.00165390553206291,2
111957.76,112200.0,111900.0,112109.1,219.79486,37.22874487652085,112443.4458505135,112631.34118243796,-187.89533192446106,-98.45398588005072,-89.44134604441034,112112.29627393757,112033.79,-18.531516855865846,8.88503474866498,5.466793930555096,0.0017009716735329771,0
112109.1,112131.0,111766.0,112010.41,196.30307,35.535211057886656,112376.82495043449,112585.34628003514,-208.521329600655,-120.4674546241716,-88.05387497648341,112035.59184965707,112025.75666666667,-20.321947967019344,14.416358942194071,8.828335842499795,0.001703855696476939,2
112010.4,112010.4,111722.49,111725.68,145.09259,31.134683929868984,112276.6488042138,112521.66729632884,-245.01849211505032,-145.37766212234735,-99.64082999270298,111882.99094413126,111948.39666666667,-23.377400248897686,12.532612260937404,11.944668650598823,0.0017660975074757289,2
111725.68,111818.95,111686.9,111780.1,149.21475,32.846374509196835,112200.2566804886,112466.73638548967,-266.4797050010675,-169.5980706980914,-96.8816343029761,111798.62512682949,111838.73,-25.222862117581123,8.678528167031523,11.875833123387672,0.0017272648391270505,2
111780.09,111970.4,111776.25,111868.86,117.91292,35.655552337435026,112149.27257579805,112422.44924582377,-273.176670025714,-190.31379056361592,-82.86287946209805,111775.84359868316,111791.54666666668,-25.846235891768178,7.07138548513089,9.427508637699944,0.0017229518997044784,2
111868.86,111979.27,111734.43,111771.28,125.38761,33.97298786207982,112091.11987182913,112374.21448687385,-283.0946150447271,-208.86995545983817,-74.22465958488894,111729.8552767222,111806.74666666666,-26.8702339839841,9.204415737657397,8.318109796606608,0.0016847228968226158,2
111771.29,111810.0,111616.01,111616.01,120.70963,31.431321126218265,112018.02604539387,112318.05119154986,-300.0251461559965,-227.10099359906985,-72.92415255692663,111646.18253959829,111752.05,-28.516721392630963,6.838513166134252,7.7047714629741835,0.0016933286574024131,2
111616.02,111670.61,111540.2,111655.29,201.07328,32.800992346504174,111962.22049994866,112268.95776995359,-306.7372700049309,-243.02824888024207,-63.70902112468883,111605.56588625505,111680.85999999999,-29.45635361835506,4.916501222717347,6.986476708836338,0.0016904921252858648,2
111655.29,111949.49,111632.94,111839.04,116.06007,38.94500755880742,111943.26965380271,112237.11200921629,-293.84235541358066,-253.1910701869098,-40.651285226670865,111647.71019266518,111703.44666666666,-28.43739831523327,9.727764538886891,7.160926309246167,0.001608645379360034,2
111839.05,111879.7,111650.0,111650.0,67.49136,35.36282721980531,111898.15124552537,112193.62223075582,-295.47098523045133,-261.6470531956181,-33.823932034833206,111614.28134106105,111714.77666666666,-28.635530153856347,12.579520004751615,9.074595255451955,0.0016217767101805375,2
111650.01,111891.48,111458.73,111876.75,155.2896,42.22715027026757,111894.85874621377,112170.1502136628,-275.2914674490312,-264.37593604630075,-10.915531402730437,111675.94562239197,111788.59666666666,-26.631321010380393,21.529483039946328,14.612255861194948,0.0017193959407160997,2
111876.76,111994.99,111685.53,111985.77,157.06861,45.23832298691023,111908.84509295011,112156.49242005814,-247.6473271080322,-261.03021425864705,13.382887150614863,111762.69013754807,111837.50666666667,-24.036685520223795,32.85365320181611,22.32088541550469,0.0017421495867379032,2
111985.78,112000.0,111893.44,111999.99,57.9103,45.63633729785831,111922.8673863424,112144.89964820199,-222.03226185958192,-253.23062377883406,31.198361919252136,111832.24902174606,111954.17,-21.83782371316339,52.8676586606195,35.75026496746065,0.001658665953546332,2
112000.0,112074.65,111948.27,112074.65,118.4516,47.78225533997838,111946.21855767435,112139.6959705574,-193.47741288304678,-241.2799815996766,47.80256871662982,111910.35394676295,112020.13666666667,-19.374235068133896,68.90957752794294,51.54362979679286,0.0015876091267908322,2
112074.65,112202.24,112055.46,112202.24,58.47029,51.31879913062231,111985.6064718783,112144.32886162722,-158.7223897489166,-224.7684632295246,66.04607348060799,112012.84534090322,112092.29333333333,-16.215295579267977,83.89570502960491,68.55764707272245,0.001574949351652404,0
112202.23,112202.24,112094.36,112161.54,35.73595,50.151959185050686,112012.67316851241,112145.60376076595,-132.93059225354227,-206.40088903432815,73.47029678078587,112071.36361951688,112146.14333333333,-13.909105079147682,92.53859899861628,81.78129385205472,0.0014850328113914899,0
112161.53,112211.83,112061.46,112145.68,56.7392,49.67794441160201,112033.13575797204,112145.60940811662,-112.47365014458774,-187.61544125638008,75.14179111179234,112106.71277304893,112169.81999999999,-12.11741905798693,95.2474235388347,90.56057585568531,0.0014060230616832264,2
112145.68,112161.26,112002.16,112002.16,60.26954,45.48811942300473,112028.37025674558,112134.98352603392,-106.61326928834023,-171.41500686277212,64.80173757443188,112079.2277203875,112103.12666666666,-11.660584273039529,85.96711547881625,91.25104600542242,0.0013971115899076283,2
112002.17,112213.95,112002.16,112185.04,44.64735,51.14269768904376,112052.47329416934,112138.69141299436,-86.21811882502516,-154.37562925522272,68.15751043019756,112124.39137786867,112110.96,-9.615213594203295,86.5157860443847,89.24344168734522,0.0012560355326350046,2
112185.04,112211.75,112115.66,112159.23,70.06017,50.34890776233985,112068.89740275867,112140.2127898096,-71.3153870509268,-137.76358081436354,66.44819376343673,112146.43046354187,112115.47666666667,-8.14385184433075,87.02849379021484,86.50379843780526,0.0012457587224609932,2
112159.24,112220.54,112106.99,112128.32,69.64898,49.36081000749655,112078.0393407958,112139.33184241629,-61.29250162048265,-122.46936497558737,61.176863355104715,112149.91985983105,112157.52999999998,-7.1734935439459635,92.27367498132953,88.60598493864302,0.0012117333688202502,2
112128.33,112190.03,111879.73,111897.0,77.97803,42.61986491555061,112050.18713451952,112121.38133557064,-71.19420105111203,-112.2143321906923,41.02013113958027,112068.0138790629,112061.51666666666,-8.230587353164989,79.39304712384607,86.23173863179682,0.0012841268300595177,2
111896.99,112107.0,111896.99,112078.66,51.12085,48.56090693729704,112054.56757536267,112118.21679219505,-63.649216832374805,-102.50130911902882,38.85209228665401,112074.15109620876,112034.66000000002,-7.378315237537958,75.60021527677627,82.42231246065063,0.0011932353000281527,2
112078.67,112101.59,111981.43,111998.8,43.87528,46.291775884437726,112045.9879483838,112109.3711038843,-63.38315550050174,-94.67767839532341,31.294522894821668,112049.50967133377,111991.48666666668,-7.3410159814214655,69.93301041817178,74.97542427293138,0.0012059273631210615,2
111998.8,112035.86,111816.86,112031.03,146.13427,47.360824731065975,112043.68672555553,112103.56805915214,-59.88133359661151,-87.71840943558104,27.837075838969525,112043.31357256041,112036.16333333333,-7.0058739939956265,72.28239021059954,72.6052053018492,0.001195827945670671,2
112031.04,112380.0,112015.84,112293.23,143.48392,55.17731345009331,112082.07799854697,112117.61709180754,-35.539093260566005,-77.28254620057803,41.74345294001202,112133.24872644304,112107.68666666666,-4.267223398323644,73.35433012762299,71.8565769187981,0.0012752908279303555,2
112293.23,112294.83,112161.79,112217.26,74.32515,52.733955475860455,112102.87522953973,112124.99804796994,-22.122818430216284,-66.25060064650569,44.127782216289404,112169.8572758702,112180.50666666667,-2.738957191234679,73.42377009346123,73.02016347722792,0.001236938155187885,2
112217.26,112346.96,112217.25,112230.72,93.42794,53.12996844715868,112122.54365576438,112132.82930367588,-10.285647911499836,-55.057610099504515,44.77196218800468,112200.02845646878,112247.06999999999,-1.3871375319753032,76.39485740668344,74.39098587592257,0.0012372110023711068,2
112230.73,112339.13,112140.0,112319.24,74.9677,55.755404298002816,112152.80463180062,112146.63750340359,6.1671283970354125,-42.81266240019653,48.97979079723194,112252.43287379314,112255.74,0.5230811791689651,77.93443903824986,75.91768884613153,0.0012009212910459829,2
