open,high,low,close,volume,rsi,ema12,ema26,macd,signal,histogram,dema9,sma3,tsi,%k,%d,atr,obv,adx,cci,return_1,roll_mean_5,roll_std_5,ATR,Label
115872.19,115910.38,115871.26,115910.37,73.86273,62.98372952219519,115861.01852558524,115806.78176663257,54.236758952669334,42.43540894228579,11.801350010383544,115929.50389531715,115895.53666666667,51.339167148738994,59.3688419575299,66.48020660972884,76.78924202965632,261.33357,0.0,86.58132587330196,0.0003295873090503054,115930.23599999999,49.76215459556128,,1
115910.37,116038.14,115905.88,116035.33,73.02223,71.64650643155372,115887.83567549521,115823.71126540052,64.1244100946933,46.773209172767295,17.351200921926008,115975.78904317132,115939.29333333333,51.05311001335736,70.27003991940826,64.93451352060066,80.75143902753764,334.3558,0.0,147.94273875310816,0.0010780743776419577,115939.98999999999,65.76804201124556,,1
116035.32,116166.71,115961.7,116121.37,122.33564,75.83917307457196,115923.76403311134,115845.76006055603,78.00397255530697,53.019361849275235,24.984610706031738,116038.76757607113,116022.35666666664,52.113591847408856,82.75788881482889,70.79892356392234,89.62705052557133,456.69144,0.0,184.35546807557748,0.0007414983005606945,115968.66200000001,105.6462345282302,,1
116121.38,116125.71,116036.06,116036.06,48.12753,65.49746097030997,115941.0403357096,115859.8563523667,81.18398334289668,58.652286147999526,22.531697194897156,116051.66633408416,116064.25333333334,49.174289812629276,85.71454610798146,79.5808249474062,89.62868977374544,408.56391,0.0,143.18226313282597,-0.0007346623623196713,115995.062,101.89305604404608,,1
116036.07,116063.5,115960.76,116051.01,63.85779,66.36310762367945,115957.95874560042,115874.015881821,83.94286377941899,63.710401674283425,20.23246210513556,116064.67928584914,116069.48,47.25335532525989,77.88473190394852,82.11905560891962,90.56521193276399,472.42170000000004,0.0,101.9605724448715,0.00012883925910611715,116030.82800000001,76.09687654560213,,1
116051.01,116079.9,115916.41,115937.99,83.96759,55.106850976252126,115954.88663089267,115878.75470538982,76.13192550285021,66.19470643999679,9.937219062853416,116031.77360354476,116008.35333333333,41.47564912067094,61.87446931150722,75.15791577447906,95.77412536613733,388.45411,0.0,65.16500858586579,-0.0009738820885746291,116036.352,65.42004677464266,,1
115937.99,115948.01,115888.0,115888.0,67.0487,50.98737089157767,115944.5963799861,115879.4395420276,65.15683795850782,65.98713274369901,-0.8302947851911853,115988.96622272818,115959.0,35.47354512059335,47.99188742430689,62.58369621325422,93.21954498284143,321.40541,0.0,15.698207463683309,-0.0004311787706514636,116006.88599999998,93.25392179418175,,1
115888.0,115913.91,115888.0,115905.19,69.95143,52.307641740042556,115938.53385998825,115881.34698335888,57.186876629377366,64.22708152083469,-7.040204891457321,115963.71925009644,115910.39333333333,31.268896853108817,35.821356434911685,48.5625710569086,88.41172034121016,391.35684000000003,0.0,5.246138972434553,0.00014833287311888377,115963.65,75.28928775061071,,1
115905.19,116005.82,115905.19,115994.33,71.18154,58.54391026464227,115947.11788152852,115889.71609570266,57.401785825859406,62.86202238183964,-5.460236555980231,115977.31041760826,115929.17333333334,29.579802552071406,40.271454851668906,41.361566236962496,89.28445460255261,462.53838,43.681762793118175,49.03177877049636,0.0007690768635986167,115955.304,67.12615570695432,,1
115994.32,115994.33,115963.47,115974.11,55.57235,56.73175488751537,115951.27051513952,115895.967496021,55.30301911852439,61.350221729176596,-6.0472026106522065,115979.4103481115,115957.87666666666,27.67743018774549,42.70271465181608,39.598508646132224,85.1112792737989,406.96603000000005,43.22216276882332,49.44513297355255,-0.00017431886541352526,115939.924,44.81904818260003,,1
